from_path,to_path,status_code
/mouldings/product/baseboard-antique-7-inch-bas-785/,/products/trim-mouldings/baseboard-antique-7-inch-bas-785/,301
/interior-doors/product/baseboard-antique-7-inch-bas-785/,/products/trim-mouldings/baseboard-antique-7-inch-bas-785/,301
/doors/product/baseboard-antique-7-inch-bas-785/,/products/trim-mouldings/baseboard-antique-7-inch-bas-785/,301
/upcp_product/baseboard-provincial-8-inch-bas803/,/products/trim-mouldings/baseboard-provincial-8-inch-bas803/,301
/mouldings/product/baseboard-provincial-8-inch-bas803/,/products/trim-mouldings/baseboard-provincial-8-inch-bas803/,301
/interior-doors/product/baseboard-provincial-8-inch-bas803/,/products/trim-mouldings/baseboard-provincial-8-inch-bas803/,301
/doors/product/baseboard-provincial-8-inch-bas803/,/products/trim-mouldings/baseboard-provincial-8-inch-bas803/,301
/upcp_product/baseboard-imperial-7-inch-bas6749/,/products/trim-mouldings/baseboard-imperial-7-inch-bas6749/,301
/mouldings/product/baseboard-imperial-7-inch-bas6749/,/products/trim-mouldings/baseboard-imperial-7-inch-bas6749/,301
/interior-doors/product/baseboard-imperial-7-inch-bas6749/,/products/trim-mouldings/baseboard-imperial-7-inch-bas6749/,301
/doors/product/baseboard-imperial-7-inch-bas6749/,/products/trim-mouldings/baseboard-imperial-7-inch-bas6749/,301
/upcp_product/baseboard-colonial-4-inch-bas7706mdf/,/products/trim-mouldings/baseboard-colonial-4-inch-bas7706mdf/,301
/mouldings/product/baseboard-colonial-4-inch-bas7706mdf/,/products/trim-mouldings/baseboard-colonial-4-inch-bas7706mdf/,301
/interior-doors/product/baseboard-colonial-4-inch-bas7706mdf/,/products/trim-mouldings/baseboard-colonial-4-inch-bas7706mdf/,301
/doors/product/baseboard-colonial-4-inch-bas7706mdf/,/products/trim-mouldings/baseboard-colonial-4-inch-bas7706mdf/,301
/upcp_product/baseboard-1867-6-inch-bas8263mdf/,/products/trim-mouldings/baseboard-1867-6-inch-bas8263mdf/,301
/mouldings/product/baseboard-1867-6-inch-bas8263mdf/,/products/trim-mouldings/baseboard-1867-6-inch-bas8263mdf/,301
/interior-doors/product/baseboard-1867-6-inch-bas8263mdf/,/products/trim-mouldings/baseboard-1867-6-inch-bas8263mdf/,301
/doors/product/baseboard-1867-6-inch-bas8263mdf/,/products/trim-mouldings/baseboard-1867-6-inch-bas8263mdf/,301
/upcp_product/beadmould-bea001/,/products/trim-mouldings/beadmould-bea001/,301
/mouldings/product/beadmould-bea001/,/products/trim-mouldings/beadmould-bea001/,301
/interior-doors/product/beadmould-bea001/,/products/trim-mouldings/beadmould-bea001/,301
/doors/product/beadmould-bea001/,/products/trim-mouldings/beadmould-bea001/,301
/upcp_product/beadmould-bea100/,/products/trim-mouldings/beadmould-bea100/,301
/mouldings/product/beadmould-bea100/,/products/trim-mouldings/beadmould-bea100/,301
/interior-doors/product/beadmould-bea100/,/products/trim-mouldings/beadmould-bea100/,301
/doors/product/beadmould-bea100/,/products/trim-mouldings/beadmould-bea100/,301
/upcp_product/beadmould-bea116/,/products/trim-mouldings/beadmould-bea116/,301
/mouldings/product/beadmould-bea116/,/products/trim-mouldings/beadmould-bea116/,301
/interior-doors/product/beadmould-bea116/,/products/trim-mouldings/beadmould-bea116/,301
/doors/product/beadmould-bea116/,/products/trim-mouldings/beadmould-bea116/,301
/upcp_product/bedmould-bed001/,/products/trim-mouldings/bedmould-bed001/,301
/mouldings/product/bedmould-bed001/,/products/trim-mouldings/bedmould-bed001/,301
/interior-doors/product/bedmould-bed001/,/products/trim-mouldings/bedmould-bed001/,301
/doors/product/bedmould-bed001/,/products/trim-mouldings/bedmould-bed001/,301
/upcp_product/bedmould-bed100/,/products/trim-mouldings/bedmould-bed100/,301
/mouldings/product/bedmould-bed100/,/products/trim-mouldings/bedmould-bed100/,301
/interior-doors/product/bedmould-bed100/,/products/trim-mouldings/bedmould-bed100/,301
/doors/product/bedmould-bed100/,/products/trim-mouldings/bedmould-bed100/,301
/upcp_product/bedmould-bed201/,/products/trim-mouldings/bedmould-bed201/,301
/mouldings/product/bedmould-bed201/,/products/trim-mouldings/bedmould-bed201/,301
/interior-doors/product/bedmould-bed201/,/products/trim-mouldings/bedmould-bed201/,301
/doors/product/bedmould-bed201/,/products/trim-mouldings/bedmould-bed201/,301
/upcp_product/brickmould-bri103/,/products/trim-mouldings/brickmould-bri103/,301
/mouldings/product/brickmould-bri103/,/products/trim-mouldings/brickmould-bri103/,301
/interior-doors/product/brickmould-bri103/,/products/trim-mouldings/brickmould-bri103/,301
/doors/product/brickmould-bri103/,/products/trim-mouldings/brickmould-bri103/,301
/upcp_product/brickmould-bri531-pvc/,/products/trim-mouldings/brickmould-bri531-pvc/,301
/mouldings/product/brickmould-bri531-pvc/,/products/trim-mouldings/brickmould-bri531-pvc/,301
/interior-doors/product/brickmould-bri531-pvc/,/products/trim-mouldings/brickmould-bri531-pvc/,301
/doors/product/brickmould-bri531-pvc/,/products/trim-mouldings/brickmould-bri531-pvc/,301
/upcp_product/burlap-decorative-bur101/,/products/trim-mouldings/burlap-decorative-bur101/,301
/mouldings/product/burlap-decorative-bur101/,/products/trim-mouldings/burlap-decorative-bur101/,301
/interior-doors/product/burlap-decorative-bur101/,/products/trim-mouldings/burlap-decorative-bur101/,301
/doors/product/burlap-decorative-bur101/,/products/trim-mouldings/burlap-decorative-bur101/,301
/upcp_product/burlap-decorative-bur102/,/products/trim-mouldings/burlap-decorative-bur102/,301
/mouldings/product/burlap-decorative-bur102/,/products/trim-mouldings/burlap-decorative-bur102/,301
/interior-doors/product/burlap-decorative-bur102/,/products/trim-mouldings/burlap-decorative-bur102/,301
/doors/product/burlap-decorative-bur102/,/products/trim-mouldings/burlap-decorative-bur102/,301
/upcp_product/burlap-bullnose-bur105/,/products/trim-mouldings/burlap-bullnose-bur105/,301
/mouldings/product/burlap-bullnose-bur105/,/products/trim-mouldings/burlap-bullnose-bur105/,301
/interior-doors/product/burlap-bullnose-bur105/,/products/trim-mouldings/burlap-bullnose-bur105/,301
/doors/product/burlap-bullnose-bur105/,/products/trim-mouldings/burlap-bullnose-bur105/,301
/upcp_product/burlap-bullnose-bur106/,/products/trim-mouldings/burlap-bullnose-bur106/,301
/mouldings/product/burlap-bullnose-bur106/,/products/trim-mouldings/burlap-bullnose-bur106/,301
/interior-doors/product/burlap-bullnose-bur106/,/products/trim-mouldings/burlap-bullnose-bur106/,301
/doors/product/burlap-bullnose-bur106/,/products/trim-mouldings/burlap-bullnose-bur106/,301
/upcp_product/burlap-decorative-bur201/,/products/trim-mouldings/burlap-decorative-bur201/,301
/mouldings/product/burlap-decorative-bur201/,/products/trim-mouldings/burlap-decorative-bur201/,301
/interior-doors/product/burlap-decorative-bur201/,/products/trim-mouldings/burlap-decorative-bur201/,301
/doors/product/burlap-decorative-bur201/,/products/trim-mouldings/burlap-decorative-bur201/,301
/upcp_product/cap-mould-cap100/,/products/trim-mouldings/cap-mould-cap100/,301
/mouldings/product/cap-mould-cap100/,/products/trim-mouldings/cap-mould-cap100/,301
/interior-doors/product/cap-mould-cap100/,/products/trim-mouldings/cap-mould-cap100/,301
/doors/product/cap-mould-cap100/,/products/trim-mouldings/cap-mould-cap100/,301
/upcp_product/cap-mould-cap104/,/products/trim-mouldings/cap-mould-cap104/,301
/mouldings/product/cap-mould-cap104/,/products/trim-mouldings/cap-mould-cap104/,301
/interior-doors/product/cap-mould-cap104/,/products/trim-mouldings/cap-mould-cap104/,301
/doors/product/cap-mould-cap104/,/products/trim-mouldings/cap-mould-cap104/,301
/upcp_product/cap-mould-cap109/,/products/trim-mouldings/cap-mould-cap109/,301
/mouldings/product/cap-mould-cap109/,/products/trim-mouldings/cap-mould-cap109/,301
/interior-doors/product/cap-mould-cap109/,/products/trim-mouldings/cap-mould-cap109/,301
/doors/product/cap-mould-cap109/,/products/trim-mouldings/cap-mould-cap109/,301
/upcp_product/cap-mould-cap200/,/products/trim-mouldings/cap-mould-cap200/,301
/mouldings/product/cap-mould-cap200/,/products/trim-mouldings/cap-mould-cap200/,301
/interior-doors/product/cap-mould-cap200/,/products/trim-mouldings/cap-mould-cap200/,301
/doors/product/cap-mould-cap200/,/products/trim-mouldings/cap-mould-cap200/,301
/upcp_product/cap-mould-cap222/,/products/trim-mouldings/cap-mould-cap222/,301
